Feature	Gain
mcomisiones_otras_cambio_tend	458.8700810074806
ctarjeta_visa_transacciones_lag1	458.23459954559803
mpagomiscuentas_ratioavg6	457.7498819902539
mcomisiones_otras_lag1	457.5592872351408
Visa_mconsumospesos_cambio_tend	456.82437585294247
mcomisiones_momentum	454.2048085927963
cliente_antiguedad_avg6	454.16918164491653
ccomisiones_mantenimiento_avg6	453.98174096643925
mrentabilidad_ratiomax6	453.79885098338127
mtransferencias_recibidas_tend6	453.4428516328335
mcaja_ahorro_dolares_avg6	452.2743032723665
Visa_fechaalta_lag1	451.3071180358529
mttarjeta_visa_debitos_automaticos_std6	449.49609062820673
Visa_mpagominimo_ratio_avg3_avg6	448.5274963006377
Visa_mlimitecompra_lag2	446.35029159486294
active_quarter_avg6	445.8243679776788
Visa_mpagominimo_ratiomax6	444.8403060361743
mtransferencias_emitidas_std6	444.44260500371456
mcomisiones_ratioavg6	442.99158442020416
Master_fultimo_cierre_min6	442.3949676901102
Master_Fvencimiento_vs_promedio	439.5497567728162
Visa_mpagospesos_ratioavg6	438.7370948344469
mtarjeta_visa_consumo_avg6	438.66477240622044
mcomisiones_otras_tend6	436.6409982740879
ctransferencias_recibidas_cambio_tend	435.90024019777775
ctransferencias_recibidas_avg6	435.1203439682722
Visa_mpagominimo_std6	434.8986944258213
Visa_fultimo_cierre_lag2	433.04677771031857
ctrx_quarter_normalizado_delta2	431.7280927672982
ccheques_emitidos_rechazados_avg6	430.42168405652046
Visa_msaldototal_ratio_avg3_avg6	428.67543072998524
mtarjeta_visa_consumo_tend6	426.4662683829665
Master_Fvencimiento_zscore	426.20529459416866
Visa_msaldototal_cambio_tend	426.07881401479244
mpasivos_margen_vs_promedio	425.0783062130213
mtransferencias_recibidas_lag2	424.86256005614996
ctrx_quarter_max6	423.2314694747329
cmobile_app_trx_lag2	423.13915622606874
ccomisiones_mantenimiento_delta1	423.0001426041126
ccaja_ahorro_ratioavg6	421.88440719246864
mpasivos_margen_cambio_tend	421.8111066222191
mplazo_fijo_dolares_ratiomax6	421.4047902300954
Visa_mpagominimo_cambio_tend	421.39405715465546
ccaja_ahorro_tend6	420.50945073366165
mcuentas_saldo_rango6	420.2539153546095
Master_fultimo_cierre_lag2	419.14122023433447
mcomisiones_avg6	418.82582748681307
mcomisiones_lag1	418.79471376538277
mcomisiones_cambio_tend	418.5356075912714
mtransferencias_emitidas_cv6	417.402018904686
mautoservicio_max6	413.98586097732186
Master_fechaalta_lag1	413.066465690732
ccomisiones_mantenimiento	412.75296638160944
Visa_fultimo_cierre_lag1	412.73341127485037
mcaja_ahorro_accel	411.161231264472
mpasivos_margen_accel	410.71768190711737
Visa_mconsumospesos_lag2	410.5921135917306
ctransferencias_recibidas_tend6	410.49482852965593
cliente_antiguedad_min6	410.04301852732897
rf_003_012	409.92638225853443
Visa_fechaalta_min6	409.5905440598726
mtransferencias_emitidas	408.255454197526
mcaja_ahorro_dolares_max6	406.05505821853876
Visa_mconsumospesos_rango6	404.6959013193846
mcomisiones_mantenimiento_lag1	404.2043676972389
Visa_mconsumospesos_std6	403.787192709744
Visa_mconsumospesos_lag1	403.61986035853624
ccaja_ahorro_avg6	403.3802536651492
cdescubierto_preacordado_ratiomax6	402.66497730463743
cmobile_app_trx_ratioavg6	401.85180378705263
ccomisiones_otras_zscore	401.46304323524237
Visa_mfinanciacion_limite_vs_maximo	400.47815945744514
ccallcenter_transacciones_max6	400.45840380340815
Visa_mconsumospesos_zscore	399.74082581698895
Visa_mpagospesos_lag2	398.87449016422033
Master_mfinanciacion_limite_lag1	398.575231641531
Visa_msaldopesos_tend6	398.30198559165
ctrx_quarter_lag2	397.98893839120865
Visa_fultimo_cierre_delta2	397.62927900254726
ctarjeta_debito_avg6	397.38371263444424
Visa_fultimo_cierre_avg3	396.3851531371474
Visa_mpagado_avg6	395.10204876214266
mcomisiones_otras_std6	395.0376161709428
mautoservicio_ratiomax6	393.03724797070026
mpayroll_sobre_edad_delta2	392.37866409868
ccomisiones_otras_vs_maximo	392.0821060836315
mcaja_ahorro_dolares_delta2	390.9760247543454
Visa_mfinanciacion_limite_avg6	390.4763004332781
Visa_mpagominimo_momentum	390.3248076662421
ctarjeta_debito_transacciones_ratioavg6	389.9035656452179
Visa_mpagominimo_avg6	389.7163704112172
Visa_msaldototal_std6	389.14059169590473
Visa_cconsumos_lag2	387.45213627815247
mcaja_ahorro_dolares_delta1	387.3561510667205
Visa_mpagominimo_delta2	386.9217548072338
Master_mpagospesos	386.45023857057095
mtransferencias_emitidas_ratioavg6	386.06358847767115
mpayroll_std6	384.7024776786566
mpasivos_margen_delta2	384.24157881364226
Visa_fultimo_cierre_ratioavg6	383.5078245922923
Visa_mconsumototal	382.8709357008338
Master_mfinanciacion_limite_max6	381.8099829480052
rf_016_003	381.0716875717044
Visa_fechaalta_tend6	380.9067989140749
ctrx_quarter_normalizado_lag2	380.79707050323486
Master_fechaalta_ratioavg6	379.6907068192959
ctransferencias_emitidas_cv6	379.2304595634341
Master_mlimitecompra_min6	378.10107547044754
Visa_mconsumospesos_avg6	377.5682092010975
Visa_mfinanciacion_limite_avg3	377.4496600031853
ccajas_transacciones_ratioavg6	373.3782913386822
rf_001_000	373.2682584822178
Visa_mpagominimo_vs_maximo	372.9545650780201
mpasivos_margen_vs_maximo	372.75830015540123
Visa_mpagospesos_min6	372.6559082940221
mcomisiones_otras_rango6	372.57109823077917
mcomisiones_zscore	371.9982464015484
ctrx_quarter_normalizado_min6	371.97496542334557
mcomisiones_tend6	369.93140006810427
mcomisiones_otras_ratio_avg3_avg6	369.8064003735781
ccuenta_debitos_automaticos_ratiomax6	369.7077678889036
Visa_mpagospesos_avg3	369.4450652897358
mextraccion_autoservicio_max6	369.40879837423563
tiene_ctarjeta_visa	369.2170104980469
mcomisiones_accel	369.18229991942644
Master_fultimo_cierre_ratioavg6	368.66223558038473
mrentabilidad_annual_min6	366.8609801158309
Visa_mconsumosdolares	365.38804959505796
ctarjeta_debito_transacciones_tend6	364.56956019997597
Master_fechaalta_max6	363.4721841737628
Visa_fultimo_cierre_cambio_tend	363.0911715179682
ccajas_depositos_std6	362.79311273247004
mtarjeta_visa_consumo_min6	362.31810569763184
Visa_mpagospesos_rango6	361.58718295395374
ctrx_quarter_lag1	361.4511645808816
Visa_mpagospesos_avg6	361.338939383626
mcomisiones_mantenimiento_lag2	359.7986231148243
mautoservicio_ratioavg6	359.08390940725803
cliente_edad_ratioavg6	358.023650303483
Visa_mpagospesos_vs_promedio	357.10600762814283
mcomisiones_otras_vs_maximo	356.89072684943676
ctarjeta_debito_transacciones_max6	356.81640111654997
mcaja_ahorro_delta1	356.1067597270012
tmobile_app_avg6	356.02786887437105
cmobile_app_trx_delta1	355.2196127548814
Master_fechaalta_avg6	354.8389179557562
Visa_msaldototal_rango6	354.71166898310184
mpasivos_margen_delta1	354.0905980691314
mcaja_ahorro_dolares_min6	352.4650064185262
mcaja_ahorro_vs_maximo	352.13450072705746
ccomisiones_otras_lag1	351.6819022446871
mcomisiones_otras_accel	351.2926209419966
Visa_mfinanciacion_limite_lag1	351.05057664215565
mttarjeta_visa_debitos_automaticos_delta2	350.6305284202099
Visa_mpagospesos_lag1	348.85268069058657
Visa_mlimitecompra_min6	348.72752714157104
ctarjeta_visa_transacciones_delta1	347.96874679625034
mcomisiones_mantenimiento_min6	346.26099918037653
kmes_lag1	346.08781938254833
mcuenta_debitos_automaticos_avg6	345.58525221794844
ctrx_quarter_avg6	344.4171942919493
Visa_mpagospesos_delta2	343.4949987977743
internet_lag1	343.45718924701214
Visa_msaldototal_avg3	342.35316977649927
ctarjeta_visa_transacciones_delta2	341.8256496042013
Visa_msaldototal_tend6	341.73376324027777
cmobile_app_trx_lag1	338.85026789456606
Master_mlimitecompra_avg6	338.247047431767
ccajas_transacciones_ratio_avg3_avg6	337.88184010237455
mpayroll_ratioavg6	334.7734364569187
Visa_mconsumospesos_delta2	334.66804302483797
cdescubierto_preacordado_lag2	334.30113101005554
Master_fultimo_cierre_max6	334.09830229729414
ctarjeta_debito_transacciones_avg6	333.34387934952974
tmobile_app	331.8075762614608
mcomisiones_otras_momentum	331.4418158978224
Visa_cconsumos_lag1	331.1658251583576
mcomisiones_ratiomax6	331.06224551796913
Visa_mconsumosdolares_cv6	331.0108337625861
ccajas_transacciones_tend6	330.5340647622943
ctrx_quarter_normalizado_lag1	330.0630227923393
cpagomiscuentas_ratioavg6	330.0028611049056
ccomisiones_otras_rango6	329.6614648029208
ccomisiones_otras_ratiomax6	329.52749728411436
ccajas_transacciones_cambio_tend	328.0827545672655
mcomisiones_delta2	327.18077190220356
mpayroll_sobre_edad_ratioavg6	323.4801603257656
Visa_mlimitecompra_max6	322.9530855342746
Visa_mpagominimo_accel	322.74177734553814
mttarjeta_visa_debitos_automaticos_max6	322.38741986453533
cpagomiscuentas_tend6	322.3396499454975
mpasivos_margen_max6	322.12238163128495
Master_mlimitecompra_lag2	321.76321364194155
Master_Fvencimiento_vs_maximo	321.3434522971511
Visa_msaldototal_delta2	321.2423084154725
ccallcenter_transacciones_ratiomax6	319.9087166339159
mttarjeta_visa_debitos_automaticos_cambio_tend	319.51016199588776
cliente_edad_zscore	319.1609151363373
Visa_msaldototal_min6	319.14477975666523
ctransferencias_emitidas_rango6	319.1164389178157
cliente_edad_tend6	318.923013523221
ccomisiones_otras_lag2	318.00642792135477
ctarjeta_visa_transacciones_lag2	317.9218650832772
Visa_mconsumosdolares_ratioavg6	317.2263923585415
cpayroll_trx_vs_promedio	316.8000288158655
Visa_fultimo_cierre_vs_maximo	316.3768982067704
mtarjeta_visa_consumo_ratiomax6	315.60881569981575
ccomisiones_mantenimiento_delta2	314.1724452599883
Visa_cconsumos_min6	313.452246055007
ctarjeta_visa_debitos_automaticos_avg6	312.774255938828
rf_015_013	312.66794507205486
ccaja_seguridad_min6	312.5627669468522
ccajas_consultas_ratiomax6	312.2374604418874
mtarjeta_visa_consumo_delta2	311.30587716400623
Visa_mpagospesos_accel	310.6361578628421
mcuenta_debitos_automaticos_tend6	310.28969587385654
ccajas_transacciones_avg6	309.83998711407185
mpayroll_delta2	309.14751913398504
