rank	feature	importance	is_canary	importance_pct	importance_cumsum_pct
1	rf_009_005	900692.7656676744	false	8.396929334688961	8.396929334688961
2	ctrx_quarter_normalizado	893573.3969990441	false	8.330557273208294	16.727486607897255
3	mcaja_ahorro	339992.73356549884	false	3.169665691653381	19.897152299550637
4	rf_016_003	243467.975384618	false	2.269789946685037	22.166942246235674
5	ctrx_quarter	185588.37943617377	false	1.7301932100118373	23.89713545624751
6	mtarjeta_visa_consumo	166891.972641053	false	1.5558913696336139	25.453026825881125
7	rf_008_014	164348.91952126875	false	1.5321831328683733	26.985209958749497
8	edad_x_mcaja_ahorro	153852.0615674537	false	1.4343235987028973	28.419533557452393
9	cpayroll_trx	139703.45745830136	false	1.3024197648789704	29.721953322331363
10	mcuenta_corriente	125342.37572216401	false	1.1685350562362333	30.890488378567596
11	mpayroll_sobre_edad	86744.567162271	false	0.8086975141737966	31.699185892741394
12	mcuentas_saldo	84401.77925788963	false	0.78685629902351	32.4860421917649
13	ctarjeta_visa_transacciones	76119.27574134918	false	0.7096406274941088	33.19568281925901
14	cproductos_ratioavg6	74275.08989248912	false	0.6924477523615634	33.88813057162058
15	mpayroll	73051.08358980759	false	0.6810366532380884	34.56916722485867
16	ctarjeta_visa_ratioavg6	57458.45321955136	false	0.5356705302361907	35.104837755094856
17	mactivos_margen	54230.25531425058	false	0.505574863075916	35.61041261817077
18	cdescubierto_preacordado	48376.89167574898	false	0.451005444161686	36.06141806233246
19	num_productos_activos	47812.23403767492	false	0.44574128476579533	36.50715934709825
20	ctarjeta_visa_transacciones_ratioavg6	43429.03365581711	false	0.404877823584381	36.91203717068263
21	rf_017_005	42604.15218230629	false	0.3971876636246416	37.30922483430727
22	ctarjeta_visa_zscore	42341.94053121722	false	0.39474313116157145	37.70396796546884
23	edad_x_mpayroll	40056.21750260011	false	0.37343391731911163	38.07740188278795
24	mrentabilidad_annual_max6	40021.68923981102	false	0.37311201911614933	38.4505139019041
25	mpasivos_margen	39446.684944498134	false	0.36775140046911736	38.81826530237322
26	ccomisiones_mantenimiento_ratioavg6	36814.712586778696	false	0.343214192287766	39.16147949466099
27	cdescubierto_preacordado_ratioavg6	35757.02335108523	false	0.3333536248348948	39.49483311949588
28	ctarjeta_visa	33816.0849882164	false	0.3152587506477851	39.810091870143665
29	cdescubierto_preacordado_tend6	32614.302927276058	false	0.30405484247169096	40.11414671261536
30	cproductos	31658.18852310504	false	0.29514123131178466	40.40928794392714
31	Visa_Finiciomora	30784.86474929113	false	0.28699945611990413	40.69628740004704
32	mcaja_ahorro_vs_promedio	30634.488789836112	false	0.2855975393361674	40.98188493938321
33	Visa_mpagominimo	30272.343170692777	false	0.2822213479324765	41.264106287315684
34	Visa_msaldototal	29727.471395393135	false	0.2771416470976796	41.54124793441336
35	mcuenta_corriente_tend6	27536.722237450926	false	0.2567178504708313	41.79796578488419
36	mcomisiones_mantenimiento_ratioavg6	25432.928093946015	false	0.23710471330452126	42.03507049818871
37	Visa_Finiciomora_delta1	25022.31124471498	false	0.233276636963673	42.26834713515238
38	Visa_mpagospesos	24994.157902274535	false	0.23301417052004342	42.501361305672425
39	mcuenta_corriente_ratioavg6	22984.719857907625	false	0.21428069124259336	42.71564199691502
40	cdescubierto_preacordado_delta2	22819.146083275435	false	0.21273708909737843	42.9283790860124
41	internet_avg6	22794.63061453387	false	0.2125085376240277	43.140887623636424
42	ccaja_ahorro	22190.17575964867	false	0.20687335890832184	43.34776098254475
43	mactivos_margen_lag1	21598.065586722412	false	0.20135326651951865	43.54911424906427
44	prop_saldo_cuenta_corriente	20845.00466533774	false	0.1943326712814794	43.74344692034575
45	ctarjeta_visa_transacciones_ratiomax6	20448.3498848978	false	0.1906347597531774	43.93408168009893
46	ratio_payroll_consumo	19774.938805508984	false	0.1843567197129281	44.11843839981186
47	mcuentas_saldo_vs_maximo	19133.89032506242	false	0.17838038794298292	44.29681878775484
48	mactivos_margen_min6	18602.73219352127	false	0.1734285359174032	44.47024732367224
49	Visa_fultimo_cierre_std6	18475.95757070794	false	0.17224664838619128	44.64249397205843
50	prop_saldo_caja_ahorro	18343.32130861793	false	0.17101011428439747	44.81350408634283
51	utilizacion_credito_visa	17866.932839534937	false	0.1665688658773613	44.98007295222019
52	mrentabilidad_annual_lag2	17515.06204534303	false	0.16328846405068506	45.14336141627088
53	edad_x_ctarjeta_visa	17331.333181776077	false	0.1615756066336825	45.30493702290456
54	mrentabilidad	17234.16855944017	false	0.16066976559810855	45.46560678850267
55	ctarjeta_visa_ratiomax6	17180.41735882276	false	0.16016865684000223	45.62577544534267
56	mactivos_margen_ratioavg6	16836.627844406074	false	0.15696359472714735	45.78273904006981
57	mcaja_ahorro_dolares_ratioavg6	16831.46204368679	false	0.156915435282273	45.939654475352086
58	cliente_edad	16581.7823749569	false	0.15458773530004954	46.09424221065213
59	mactivos_margen_lag2	16210.206922005027	false	0.1511236319566314	46.24536584260876
60	cproductos_delta2	16199.730650463833	false	0.15102596434434942	46.39639180695311
61	ccajas_depositos_cv6	16147.732021105632	false	0.1505411943618817	46.54693300131499
62	cproductos_ratiomax6	16094.718372332667	false	0.15004696161183778	46.696979962926825
63	mtransferencias_recibidas	15871.88615792424	false	0.14796955361079453	46.84494951653762
64	Visa_fultimo_cierre_rango6	15689.345650478817	false	0.14626777493535323	46.99121729147297
65	Visa_msaldopesos	15482.865803070983	false	0.1443428158884848	47.13556010736146
66	edad_sobre_antiguedad	15370.662875720122	false	0.1432967765640632	47.27885688392552
67	Visa_status	15345.435100074024	false	0.1430615844347974	47.42191846836032
68	Master_fechaalta	15270.833930278011	false	0.14236609672251643	47.564284565082836
69	cdescubierto_preacordado_delta1	15224.472849190497	false	0.1419338841672362	47.70621844925007
70	mcomisiones_mantenimiento_tend6	15134.020046272624	false	0.14109061571524315	47.847309064965316
71	cpayroll_trx_vs_maximo	15109.483446048205	false	0.14086186723845792	47.98817093220377
72	mpayroll_vs_promedio	15100.184421642654	false	0.14077517480149015	48.12894610700526
73	rf_004_001	15016.0719274571	false	0.139991015433543	48.26893712243881
74	mrentabilidad_annual	15002.675235879282	false	0.13986612148880906	48.408803243927615
75	cliente_edad_lag2	14786.001763199905	false	0.13784612986886785	48.546649373796484
76	mcuentas_saldo_ratiomax6	14710.409845919956	false	0.13714140567004202	48.68379077946653
77	mcaja_ahorro_vs_maximo	14342.453618569483	false	0.1337110434454378	48.817501822911964
78	ccomisiones_mantenimiento_tend6	13917.73433905405	false	0.12975149373757774	48.947253316649544
79	mcuenta_corriente_delta2	13777.860881861636	false	0.1284474891084602	49.075700805758004
80	mcuenta_corriente_avg6	13612.772214090195	false	0.12690840949099805	49.202609215249005
81	Visa_fechaalta	13555.51624795703	false	0.12637462669631427	49.328983841945316
82	mcuenta_corriente_lag1	13367.533931548975	false	0.1246221154214186	49.45360595736673
83	mttarjeta_visa_debitos_automaticos_ratioavg6	13151.512624693463	false	0.1226082037774095	49.576214161144144
84	mcuenta_corriente_min6	13003.980770168582	false	0.12123280185981695	49.69744696300396
85	cdescubierto_preacordado_avg6	12947.531143648317	false	0.1207065363640473	49.81815349936801
86	ratio_transacciones_visa_master	12847.55388671056	false	0.11977447385218724	49.9379279732202
87	mcuenta_corriente_ratiomax6	12560.844628917375	false	0.11710155643899381	50.055029529659194
